1-800 FLOWERS COM FLWS
ANACOR PHARM INC ANAC
ANALOGIC CORP ALOG
ANCHOR BANCORP WISCONSI ABCW
ANDERSONS INC ANDE
ANGIES LIST INC ANGI
ANGIODYNAMICS INC ANGO
ANI PHARMACEUTICALS INC ANIP
ANIKA THERAPEUTICS INC ANIK
ANIXTER INTERNATIONAL AXE
ANN INC ANN
ANTARES PHARMA INC ATRS
ANTHERA PHARMACEUTICALS ANTH
ANWORTH MORTGAGE ASSET ANH
APIGEE CORP APIC
APOGEE ENTERPRISES INC APOG
APOLLO COMMERCIAL RE ARI
APOLLO EDUCATION GROUP APOL
APOLLO RESIDENTIAL MTG AMTG
APPLIED GENETIC TECH AGTC
APPLIED INDUSTRIAL TECH AIT
APPLIED MICRO CIRCUITS AMCC
APPLIED OPTOELECTRONICS AAOI
APPROACH RESOURCES INC AREX
ARATANA THERAPEUTICS IN PETX
ARC DOCUMENT SOLUTIONS ARC
ARCADIA BIOSCIENCES INC RKDA
ARCBEST CORPORATION ARCB
ARCTIC CAT INC ACAT
ARDELYX INC ARDX
ARDMORE SHIPPING CORP ASC
ARENA PHARMACEUTICALS ARNA
ARES COML REAL ESTATE ACRE
As of 6/26/2015 Russell Indexes.
Company Ticker
ARGAN INC AGX
ARGO GROUP INTL AGII
ARIAD PHARMACEUTICALS ARIA
ARLINGTON ASSET INVT AI
ARMADA HOFFLER PPTYS IN AHH
ARMOUR RESIDENTIAL REIT ARR
ARRAY BIOPHARMA INC ARRY
ARROW FINANCIAL CORP AROW
ARROWHEAD RESH CORP ARWR
ARTESIAN RESOURCES CORP ARTNA
ASBURY AUTOMOTIVE GROUP ABG
ASCENA RETAIL GROUP INC ASNA
ASCENT CAPITAL GROUP IN ASCMA
ASHFORD HOSP PRIME AHP
ASHFORD HOSPITALITY AHT
ASHFORD INC AINC
ASPEN TECHNOLOGY INC AZPN
ASSEMBLY BIOSCIENCES IN ASMB
ASSOCIATED ESTATES RLTY AEC
ASTEC INDUSTRIES INC ASTE
ASTERIAS BIOTHERAPEUTIC AST
ASTORIA FINANCIAL CORP AF
ASTRONICS CORP ATRO
ATARA BIOTHERAPEUTICS ATRA
ATLANTIC PWR CORP AT
ATLANTIC TELE-NETWORK ATNI
ATLAS AIR WORLDWIDE HLD AAWW
ATLAS FINANCIAL HOLDING AFH
ATRICURE INC ATRC
ATRION CORP ATRI
ATWOOD OCEANICS INC ATW
ATYR PHARMA INC LIFE
AVALANCHE BIOTECH INC AAVL
AVG TECHNOLOGIES NV AVG
AVID TECHNOLOGY INC AVID
AVISTA CORP AVA
AVX CORP AVX
AXCELIS TECHNOLOGIES IN ACLS
AXIALL CORP AXLL
Company Ticker
AZZ INC AZZ
B & G FOODS INC BGS
BADGER METER INC BMI
BALCHEM CORP BCPC
BALDWIN & LYONS INC BWINB
BANC OF CALIFORNIA INC BANC
BANCFIRST CORP BANF
BANCO LATINOAMERICANO BLX
BANCORP INC TBBK
BANCORPSOUTH INC BXS
BANK MUTUAL CORP BKMU
BANK OF MARIN BANCORP BMRC
BANK OF THE OZARKS INC OZRK
BANKFINANCIAL CORP BFIN
BANKRATE INC RATE
BANNER CORP BANR
BAR HBR BANKSHARES BHB
BARNES & NOBLE INC BKS
BARNES GROUP INC B
BARRACUDA NETWORKS INC CUDA
BARRETT BUSINESS SERVIC BBSI
BASIC ENERGY SERVICES BAS
BASSETT FURNITURE INDS BSET
BAZAARVOICE INC BV
BBCN BANCORP INC BBCN
BBX CAPITAL CORPORATION BBX
BEACON ROOFING SUPPLY BECN
BEAR STATE FINL INC BSF
BEAZER HOMES USA INC BZH
BEBE STORES INC BEBE
BEL FUSE INC BELFB
BELDEN INC BDC
BELLICUM PHARMACEUTICAL BLCM
BELMOND LTD BEL
BENCHMARK ELECTRONICS BHE
BENEFICIAL BANCORP INC BNCL
BENEFITFOCUS INC BNFT
BERKSHIRE HILLS BANCORP BHLB
BERRY PLASTICS GROUP BERY
As of 6/26/2015 Russell Indexes.
Company Ticker
BGC PARTNERS INC BGCP
BIG 5 SPORTING GOODS BGFV
BIG LOTS INC BIG
BIGLARI HOLDINGS INC BH
BILL BARRETT CORP BBG
BIOCRYST PHARMACEUTICAL BCRX
BIODELIVERY SCIENCES BDSI
BIO-REFERENCE LABS INC BRLI
BIOSCRIP INC BIOS
BIOSPECIFICS TECHNO COR BSTC
BIOTELEMETRY INC BEAT
BIOTIME INC BTX
BJS RESTAURANTS INC BJRI
BLACK BOX CORP BBOX
BLACK DIAMOND INC BDE
BLACK HILLS CORP BKH
BLACKBAUD INC BLKB
BLACKHAWK NETWORK HLDGS HAWK
BLOOMIN' BRANDS INC BLMN
BLOUNT INTERNATIONAL IN BLT
BLUCORA INC BCOR
BLUE BIRD CORP BLBD
BLUE HILLS BANCORP INC BHBK
BLUE NILE INC NILE
BLUEPRINT MEDICINES COR BPMC
BLUEROCK RESIDENT REIT BRG
BNC BANCORP BNCN
BOB EVANS FARMS INC BOBE
BOFI HLDG INC BOFI
BOINGO WIRELESS INC WIFI
BOISE CASCADE COMPANY BCC
BOJANGLES INC BOJA
BONANZA CREEK ENER INC BCEI
BOOT BARN HOLDINGS BOOT
BOSTON BEER INC SAM
BOSTON PRIVATE FINANCIA BPFH
BOTTOMLINE TECHNOLOGIES EPAY
BOULDER BRANDS INC BDBD
BOX INC BOX
Company Ticker
BOYD GAMING CORP BYD
BRADY CORP BRC
BRAVO BRIO RESTAURANT G BBRG
BRIDGE BANCORP INC BDGE
BRIDGE CAPITAL HOLDINGS BBNK
BRIDGEPOINT ED INC BPI
BRIGGS & STRATTON CO BGG
BRIGHT HORIZON FAMILY BFAM
BRIGHTCOVE INC BCOV
BRINKS CO BCO
BRISTOW GROUP INC BRS
BROADSOFT INC BSFT
BROOKLINE BANCORP INC BRKL
BROOKS AUTOMATION INC BRKS
BRYN MAWR BANK CORP BMTC
BSB BANCORP INC MD BLMT
BUCKLE INC BKE
BUFFALO WILD WINGS INC BWLD
BUILD A BEAR WORKSHOP BBW
BUILDERS FIRSTSOURCE IN BLDR
BURLINGTON STORES INC BURL
C&J ENERGY SERVICES LTD CJES
C1 FINANCIAL INC BNK
CABOT MICROELECTRONICS CCMP
CACI INTERNATIONAL INC CACI
CAESARS ACQUISITION CO CACQ
CAESARS ENTMT CORP CZR
CAI INTERNATIONAL INC CAP
CAL MAINE FOODS INC CALM
CALAMOS ASSET MGMT INC CLMS
CALAMP CORP CAMP
CALAVO GROWERS INC CVGW
CALERES INC CAL
CALGON CARBON CORP CCC
CALIFORNIA WTR SVC GRP CWT
CALITHERA BIOSCIENCES CALA
CALIX INC CALX
CALLAWAY GOLF CO ELY
CALLIDUS SOFTWARE INC CALD
As of 6/26/2015 Russell Indexes.
Company Ticker
CALLON PETROLEUM CO CPE
CAMBIUM LEARNING GRP IN ABCD
CAMBREX CORP CBM
CAMDEN NATIONAL CORP CAC
CAMPUS CREST CMNTYS INC CCG
CANTEL MEDICAL CORP CMN
CAPELLA EDUCATION CO CPLA
CAPITAL BANK FINANCIAL CBF
CAPITAL CITY BANK GROUP CCBG
CAPITAL SENIOR LIVING CSU
CAPITOL FEDERAL FINL IN CFFN
CAPSTEAD MORTGAGE CORP CMO
CARA THERAPEUTICS INC CARA
CARBO CERAMICS INC CRR
CARBONITE INC CARB
CARBYLAN THERAPEUTICS CBYL
CARDINAL FINANCIAL CORP CFNL
CARDIOVASCULAR SYS INC CSII
CARDTRONICS INC CATM
CARE.COM INC CRCM
CAREER EDUCATION CORP CECO
CARETRUST REIT INC CTRE
CARMIKE CINEMAS INC CKEC
CARPENTER TECHNOLOGY CRS
CARRIAGE SERVICES INC CSV
CARRIZO OIL & GAS INC CRZO
CARROLS RESTAURANT GRP TAST
CASCADE BANCORP CACB
CASCADE MICROTECH INC CSCD
CASELLA WASTE SYSTEMS CWST
CASEYS GENERAL STORES CASY
CASH AMERICA INTL INC CSH
CASS INFORMATION SYSTEM CASS
CASTLE BRANDS INC ROX
CASTLIGHT HEALTH INC CSLT
CATALENT INC CTLT
CATALYST PHARMACEUTICAL CPRX
CATCHMARK TIMBER TRUST CTT
CATHAY GENERAL BANCORP CATY
Company Ticker
CATO CORP CATO
CAVCO INDUSTRIES INC CVCO
CAVIUM INC CAVM
CBIZ INC CBZ
CDI CORP CDI
CEB INC CEB
CECO ENVIRONMENTAL CORP CECE
CEDAR REALTY TRUST INC CDR
CELADON GROUP INC CGI
CELLDEX THERAPEUTICS IN CLDX
CELLULAR BIOMEDICINE GR CBMG
CEMPRA INC CEMP
CENTERSTATE BANKS INC CSFL
CENTRAL EUROPEAN MEDIA CETV
CENTRAL GARDEN & PET CO CENTA
CENTRAL PACIFIC FINL CPF
CENTURY ALUMINUM CO CENX
CENTURY BANCORP INC CNBKA
CENTURY COMMUNITIES INC CCS
CEPHEID INC CPHD
CERUS CORP CERS
CEVA INC CEVA
CHAMBERS STR PPTYS CSG
CHANNELADVISOR CORP ECOM
CHART INDUSTRIES INC GTLS
CHARTER FINL CORP WEST CHFN
CHASE CORP CCF
CHATHAM LODGING TR CLDT
CHECKPOINT SYSTEMS INC CKP
CHEESECAKE FACTORY INC CAKE
CHEFS' WHAREHOUSE INC CHEF
CHEGG INC CHGG
CHEMED CORPORATION CHE
CHEMICAL FINANCIAL CORP CHFC
CHEMOCENTRYX INC CCXI
CHEMTURA CORP CHMT
CHEROKEE INC CHKE
CHESAPEAKE LODGING TRUS CHSP
CHESAPEAKE UTILITIES CPK
As of 6/26/2015 Russell Indexes.
Company Ticker
CHICOS FAS INC CHS
CHILDRENS PLACE INC PLCE
CHIMERIX INC CMRX
CHRISTOPHER & BANKS COR CBK
CHURCHILL DOWNS INC CHDN
CHUY'S HOLDINGS INC CHUY
CIBER INC CBR
CIDARA THERAPEUTICS INC CDTX
CIENA CORP CIEN
CIFC CORP CIFC
CIMPRESS NV CMPR
CINCINNATI BELL INC CBB
CIRCOR INTERNATIONAL IN CIR
CIRRUS LOGIC INC CRUS
CITI TRENDS INC CTRN
CITIZENS & NORTHERN COR CZNC
CITIZENS INC CIA
CITY HOLDING CO CHCO
CIVEO CORP CVEO
CIVITAS SOLUTIONS CIVI
CLARCOR INC CLC
CLEAN ENERGY FUELS CORP CLNE
CLEARFIELD INC CLFD
CLEARWATER PAPER CORP CLW
CLECO CORP CNL
CLIFFS NATURAL RESOURCE CLF
CLIFTON BANCORP INC CSBK
CLOUD PEAK ENERGY INC CLD
CLOVIS ONCOLOGY INC CLVS
CLUBCORP HOLDINGS MYCC
CNB FINL CORP PA CCNE
CNO FINANCIAL GROUP CNO
COBIZ FINANCIAL INC COBZ
COCA COLA BOTTLING COKE
CODE REBEL CORP CDRB
COEUR MINING INC CDE
COGENT COMM HOLDINGS CCOI
COHEN & STEERS INC CNS
COHERENT INC COHR
Company Ticker
COHERUS BIOSCIENCES CHRS
COHU INC COHU
COLLECTORS UNIVERSE INC CLCT
COLLEGIUM PHARMACEUTICA COLL
COLONY CAPITAL INC CLNY
COLUMBIA BKG SYSTEM INC COLB
COLUMBIA SPORTSWEAR CO COLM
COLUMBUS MCKINNON CORP CMCO
COMFORT SYSTEMS USA INC FIX
COMMERCIAL METALS CO CMC
COMMERCIAL VEH GROUP IN CVGI
COMMUNITY BANK SYSTEMS CBU
COMMUNITY TRUST BANCORP CTBI
COMMUNITYONE BANCORP COB
COMMVAULT SYSTEMS INC CVLT
COMPUTER PROGRAMS & SYS CPSI
COMSCORE INC SCOR
COMTECH TELECOMM CMTL
COMVERSE INC CNSI
CONCERT PHARMACEUTICALS CNCE
CONMED CORP CNMD
CONNECTICUT WATER SVC CTWS
CONNECTONE BANCORP INC CNOB
CONNECTURE INC CNXR
CONNS INC CONN
CONSOLIDATED COMM CNSL
CONSOLIDATED TOMOKA LAN CTO
CONSOLIDATED WATER CO CWCO
CONSTANT CONTACT INC CTCT
CONTANGO OIL & GAS CO MCF
CONTINENTAL BLDG PRODS CBPX
CONTROL4 CORPORATION CTRL
CONVERGYS CORP CVG
CON-WAY INC CNW
COOPER STD HLDGS INC CPS
COOPER TIRE & RUBBER CO CTB
CORCEPT THERAPEUTICS IN CORT
CORE MARK HOLDING CO IN CORE
CORE MOLDING TECHN CMT
As of 6/26/2015 Russell Indexes.
Company Ticker
CORENERGY INFRASTRUCT CORR
CORESITE REALTY CORP COR
CORINDUS VASC ROBOTICS CVRS
CORIUM INTL INC CORI
CORMEDIX INC CRMD
CORNERSTONE ONDEMAND IN CSOD
CORVEL CORP CRVL
COUPONS COM INC COUP
COUSINS PROPERTIES INC CUZ
COVENANT TRANS GRP INC CVTI
COWEN GROUP INC COWN
CRA INTERNATIONAL INC CRAI
CRACKER BARREL STORE CBRL
CRAFT BREW ALLIANCE BREW
CRAWFORD & CO CRD.B
CRAY INC CRAY
CROCS INC CROX
CROSS COUNTRY HEALTHCAR CCRN
CROWN MEDIA HOLDINGS IN CRWN
CRYOLIFE INC CRY
CSG SYSTEMS INTL INC CSGS
CSS INDUSTRIES INC CSS
CTI BIOPHARMA CORP CTIC
CTS CORP CTS
CU BANCORP CALIF CUNB
CUBESMART CUBE
CUBIC CORP CUB
CULP INC CFI
CUMULUS MEDIA INC CMLS
CURIS INC CRIS
CURTISS WRIGHT CORP CW
CUSTOMERS BANCORP INC CUBI
CUTERA INC CUTR
CVB FINANCIAL CORP CVBF
CVENT INC CVT
CYAN INC CYNI
CYBERONICS INC CYBX
CYNOSURE INC CYNO
CYRUSONE INC CONE
Company Ticker
CYS INVESTMENTS INC CYS
CYTOKINETICS INC CYTK
CYTRX CORP CYTR
DAILY JOURNAL CORP DJCO
DAKTRONICS INC DAKT
DANA HOLDING CORP DAN
DARLING INGREDIENTS INC DAR
DATALINK CORP DTLK
DAVE & BUSTERS ENTMT IN PLAY
DCT INDUSTRIAL TRUST IN DCT
DEALERTRACK TECHNOLOGIE TRAK
DEAN FOODS COMPANY DF
DECKERS OUTDOOR CORP DECK
DEL FRISCOS RESTAURANT DFRG
DELEK US HLDGS INC DK
DELTIC TIMBER CORP DEL
DELUXE CORP DLX
DEMANDWARE INC DWRE
DENNYS CORP DENN
DEPOMED INC DEPO
DERMIRA INC DERM
DESTINATION XL GRP INC DXLG
DEVRY EDUCATION GROUP DV
DHI GROUP INC DHX
DHT HOLDINGS INC DHT
DIAMOND FOODS INC DMND
DIAMOND HILL INVESTMENT DHIL
DIAMOND RESORTS INT INC DRII
DIAMONDROCK HOSPITALITY DRH
DICERNA PHARMACEUTICALS DRNA
DIEBOLD INC DBD
DIGI INTL INC DGII
DIGIMARC CORPORATION DMRC
DIGITAL TURBINE INC APPS
DIGITALGLOBE INC DGI
DIME CMNTY BANCSHARES DCOM
DINEEQUITY INC DIN
DIODES INC DIOD
DIPLOMAT PHARMACY INC DPLO
As of 6/26/2015 Russell Indexes.
Company Ticker
DONEGAL GROUP INC DGICA
DORIAN LPG LTD LPG
DORMAN PRODUCTS INC DORM
DOT HILL SYS CORP HILL
DOUGLAS DYNAMICS INC PLOW
DREAMWORKS ANIMATION SK DWA
DREW INDUSTRIES INC DW
DSP GROUP INC DSPG
DTS INC DTSI
DUCOMMUN INC DCO
DUPONT FABROS TECHNOLOG DFT
DURECT CORP DRRX
DXP ENTERPRISES INC DXPE
DYAX CORP DYAX
DYCOM INDUSTRIES INC DY
DYNAVAX TECHNOLOGIES DVAX
DYNEGY INC DYN
DYNEX CAPITAL INC DX
EAGLE BANCORP INC EGBN
EAGLE BULK SHIPPING INC EGLE
EAGLE PHARMACEUTICALS EGRX
EARTHLINK HOLDINGS CORP ELNK
EARTHSTONE ENERGY INC ESTE
EASTERLY GOVERNMENT PPT DEA
EASTGROUP PROPERTIES IN EGP
EASTMAN KODAK CO KODK
EBIX INC EBIX
ECHO GLOBAL LOGISTICS ECHO
ECLIPSE RESOURCES CORP ECR
EDUCATION REALTY TRUST EDR
EHEALTH INC EHTH
EL PASO ELECTRIC CO EE
EL POLLO LOCO HLDGS INC LOCO
ELDORADO RESORTS INC ERI
ELECTRO RENT CORP ELRC
ELECTRONICS FOR IMAGING EFII
ELIZABETH ARDEN INC RDEN
ELLIE MAE INC ELLI
ELLIS PERRY INTL INC PERY
Company Ticker
EMC INS GROUP INC EMCI
EMCOR GROUP INC EME
EMCORE CORP EMKR
EMERGENT BIOSOLUTIONS EBS
EMPIRE DISTRICT ELECTRI EDE
EMPIRE RESORTS INC NYNY
EMPLOYERS HOLDINGS INC EIG
ENANTA PHARMACEUTICALS ENTA
ENCORE CAPITAL GROUP IN ECPG
ENCORE WIRE CORP WIRE
ENDOCYTE INC ECYT
ENDOLOGIX INC ELGX
ENDURANCE INTERNATIONAL EIGI
ENERGY FUELS INC UUUU
ENERGY XXI LTD EXXI
ENERNOC INC ENOC
ENERSYS INC ENS
ENGILITY HOLDINGS INC EGL
ENNIS INC EBF
ENOVA INTERNATIONAL INC ENVA
ENPHASE ENERGY INC ENPH
ENPRO INDUSTRIES INC NPO
ENSIGN GROUP INC ENSG
ENSTAR GROUP LIMITED ESGR
ENTEGRIS INC ENTG
ENTELLUS MEDICAL INC ENTL
ENTERCOM COMMUNICATIONS ETM
ENTERPRISE BANCORP INC EBTC
ENTERPRISE FINL SERVICE EFSC
ENTRAVISION COMM EVC
ENVESTNET INC ENV
EPAM SYSTEMS INC EPAM
EPIQ SYSTEMS INC EPIQ
EPIZYME INC EPZM
EPLUS INC PLUS
EPR PROPERTIES EPR
EQUITY ONE INC EQY
ERA GROUP INC ERA
ERIN ENERGY CORPORATION ERN
As of 6/26/2015 Russell Indexes.
Company Ticker
EROS INTL PLC EROS
ESCALADE INC ESCA
ESCO TECHNOLOGIES INC ESE
ESPERION THERAPEUTICS ESPR
ESSENDANT INC ESND
ESSENT GROUP LTD ESNT
ESTERLINE TECHNOLOGIES ESL
ETHAN ALLEN INTERIORS ETH
ETSY INC ETSY
EURONET WORLDWIDE INC EEFT
EVERBANK FINL CORP EVER
EVERCORE PARTNERS EVR
EVERTEC INC EVTC
EVERYDAY HEALTH INC EVDY
EVINE LIVE INC EVLV
EVOLUTION PETROLEUM COR EPM
EXACT SCIENCES CORP EXAS
EXACTECH INC EXAC
EXAMWORKS GROUP INC EXAM
EXAR CORP EXAR
EXCEL TR INC EXL
EXCO RESOURCES INC XCO
EXELIXIS INC EXEL
EXLSERVICE HOLDINGS INC EXLS
EXONE COMPANY XONE
EXPONENT INC EXPO
EXPRESS INC EXPR
EXTERRAN HOLDINGS INC EXH
EXTREME NETWORKS INC EXTR
EZCORP INC EZPW
FABRINET FN
FAIR ISAAC CORP FICO
FAIRCHILD SEMICONDUCTOR FCS
FAIRPOINT COMMUNICATION FRP
FAIRWAY GROUP HLDGS COR FWM
FARMER BROS CO FARM
FARMERS CAPITAL BK CORP FFKT
FARO TECHNOLOGIES INC FARO
FBL FINANCIAL GROUP INC FFG
Company Ticker
FCB FINANCIAL HOLDINGS FCB
FEDERAL AGRIC MTG CO AGM
FEDERAL MOGUL HOLDINGS FDML
FEDERAL SIGNAL CORP FSS
FEDERATED NATL HOLDING FNHC
FEI CO FEIC
FELCOR LODGING TRUST IN FCH
FENIX PTS INC FENX
FERRO CORP FOE
FIBROCELL SCIENCE INC FCSC
FIBROGEN INC FGEN
FIDELITY & GUARANTY FGL
FIDELITY SOUTHERN CORP LION
FIESTA RESTAURANT GROUP FRGI
FIFTH STREET ASSET MGMT FSAM
FINANCIAL ENGINES INC FNGN
FINANCIAL INSTNS INC FISI
FINISAR CORP FNSR
FINISH LINE INC FINL
FIRST AMERICAN FINL COR FAF
FIRST BANCORP INC FNLC
FIRST BANCORP NC FBNC
FIRST BANCORP PR FBP
FIRST BUSEY CORP BUSE
FIRST BUSINESS FINL SVC FBIZ
FIRST CASH FINANCIAL FCFS
FIRST CITIZENS BANCSHRS FCNCA
FIRST CMNTY BANCSHAR FCBC
FIRST COMMONWLTH FINL FCF
FIRST CONN BANCORP INC FBNK
FIRST DEFIANCE FINANCIA FDEF
FIRST FINANCIAL BANCORP FFBC
FIRST FINANCIAL CORP THFF
FIRST FINL BANKSHARES FFIN
FIRST INDUSTRIAL RLTY T FR
FIRST INTST BANCSYSTEM FIBK
FIRST LONG ISLAND CORP FLIC
FIRST MERCHANTS CORP FRME
FIRST MIDWEST BANCORP FMBI
As of 6/26/2015 Russell Indexes.
Company Ticker
FIRST NBC BK HLDG CO FNBC
FIRST POTOMAC REALTY TR FPO
FIRSTMERIT CORP FMER
FIVE BELOW FIVE
FIVE PRIME THERAPEUTICS FPRX
FIVE STAR QUALITY CARE FVE
FIVE9 INC FIVN
FLAGSTAR BANCORP INC FBC
FLEETMATICS GROUP PLC FLTX
FLEX PHARMA INC FLKS
FLEXION THERAPEUTICS IN FLXN
FLEXSTEEL INDUSTRIES IN FLXS
FLOTEK INDUSTRIES INC FTK
FLUIDIGM CORP FLDM
FLUSHING FINANCIAL CORP FFIC
FMSA HOLDINGS INC FMSA
FNB CORP FNB
FNFV GROUP FNFV
FOAMIX PHARMACEUTICALS FOMX
FORESTAR GROUP INC FOR
FORMFACTOR INC FORM
FORRESTER RESEARCH INC FORR
FORUM ENERGY TECH FET
FORWARD AIR CORP FWRD
FOSTER L B CO FSTR
FOUNDATION MEDICINE INC FMI
FOX CHASE BANCORP FXCB
FOX FACTORY HOLDING COR FOXF
FRANCESCAS HOLDINGS COR FRAN
FRANKLIN COVEY CO FC
FRANKLIN ELECTRIC CO FELE
FRANKLIN FINANCIAL NTWK FSB
FRANKLIN STREET PPTYS C FSP
FREDS INC FRED
FREIGHTCAR AMERICA INC RAIL
FRESH DEL MONTE PRODUCE FDP
FRESH MARKET INC TFM
FRESHPET INC FRPT
FRONTLINE LTD FRO
Company Ticker
FRP HOLDINGS INC FRPH
FTD COMPANIES INC FTD
FTI CONSULTING INC FCN
FUELCELL ENERGY INC FCEL
FULTON FINANCIAL CORP FULT
FURMANITE CORP FRM
FUTUREFUEL CORPORATION FF
G&K SERVICES INC GK
GAIN CAPITAL HLDNGS INC GCAP
GALENA BIOPHARMA INC GALE
GAMCO INVESTORS INC GBL
GASLOG LTD GLOG
GASTAR EXPL INC GST
GENERAC HOLDINGS INC GNRC
GENERAL CABLE CORP BGC
GENERAL COMMUNICATION GNCMA
GENESCO INC GCO
GENESIS HEALTHCARE INC GEN
GENIE ENERGY LTD GNE
GENMARK DIAGNOSTICS INC GNMK
GENOCEA BIOSCIENCES INC GNCA
GENOMIC HEALTH INC GHDX
GENTHERM INC THRM
GEO GROUP INC GEO
GEOSPACE TECHNOLOGIES GEOS
GERMAN AMERICAN BANCORP GABC
GERON CORP GERN
GETTY REALTY CORP GTY
GIBRALTAR INDUSTRIES IN ROCK
GIGAMON INC GIMO
G-III APPAREL GROUP LTD GIII
GLACIER BANCORP INC GBCI
GLADSTONE COMMERCIAL GOOD
GLATFELTER GLT
GLOBAL BRASS & COPPR HL BRSS
GLOBAL CASH ACCESS INC GCA
GLOBAL EAGLE ENTMT INC ENT
GLOBAL INDEMNITY PLC GBLI
GLOBALSTAR INC GSAT
As of 6/26/2015 Russell Indexes.
Company Ticker
GLOBANT SA GLOB
GLOBE SPECIALTY METALS GSM
GLOBUS MEDICAL INC GMED
GLU MOBILE INC GLUU
GOGO INC GOGO
GOLDEN OCEAN GROUP LTD GOGL
GORMAN RUPP CO GRC
GOVERNMENT PPTY INCOME GOV
GP STRATEGIES CORP GPX
GRAFTECH INTL LTD GTI
GRAHAM CORP GHM
GRAMERCY PRPTY TRST INC GPT
GRAND CANYON EDUCATION LOPE
GRANITE CONSTR INC GVA
GRAY TELEVISION INC GTN
GREAT AJAX CORP AJX
GREAT LAKES DREDGE & DO GLDD
GREAT SOUTHERN BANCORP GSBC
GREAT WESTERN BANCORP GWB
